img_path
Apple___healthy/c73cded7-83a5-4c2f-8f38-0b225165822c___RS_HL 5826.JPG
Tomato___Spider_mites Two-spotted_spider_mite/3181e984-bdb0-403d-9f58-a259535cb4d4___Com.G_SpM_FL 1405.JPG
Tomato___Target_Spot/aabba450-a441-4097-9256-ad41e3eeaf23___Com.G_TgS_FL 0646.JPG
Tomato___Late_blight/b883a992-1177-473a-8c0e-c08ebf9ac743___RS_Late.B 5537.JPG
Cherry_(including_sour)___Powdery_mildew/d2c07d3e-6156-422c-bc2a-c8425fa39208___FREC_Pwd.M 4959.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/c8ff3917-03e9-4a62-928f-bcd72979a041___YLCV_NREC 2732.JPG
Tomato___Target_Spot/ea1ab7b8-3490-4fb1-acc6-fc95b14f625a___Com.G_TgS_FL 0946.JPG
Squash___Powdery_mildew/da426585-c5b2-4b46-ae4f-6c07c05864d4___UMD_Powd.M 0601 copy.jpg
Peach___healthy/85ae31a4-9a9d-4684-b2df-fbc5abb051bf___Rutg._HL 3755.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/f5fad69e-f325-47d7-9c8b-21b730ba68db___YLCV_GCREC 5388.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/e75528ae-dc22-49b4-9b5f-e9b8340d2f06___UF.GRC_YLCV_Lab 03174.JPG
Soybean___healthy/b36c6a23-20e1-401c-903f-dfb2deb7a5f4___RS_HL 6286.JPG
Orange___Haunglongbing_(Citrus_greening)/061e6ae1-d6cc-44e4-8008-5b6b930d2a62___CREC_HLB 4724.JPG
Tomato___Bacterial_spot/abf11f35-e792-4cab-a428-38314c5b9b66___GCREC_Bact.Sp 5757.JPG
Soybean___healthy/df807f13-078b-4a6a-9c23-e43e540ecdc2___RS_HL 5590 1.JPG
Tomato___Spider_mites Two-spotted_spider_mite/e5d51758-c8ac-4e80-8770-b94c12502011___Com.G_SpM_FL 9260.JPG
Tomato___healthy/12f2989a-82c7-41d1-ae23-93a6e85bfd57___RS_HL 9798.JPG
Soybean___healthy/b632001e-51cf-42c1-8fde-750a5d4e0040___RS_HL 5604 1.JPG
Corn_(maize)___Northern_Leaf_Blight/92ace470-d37c-45c6-9416-c03b6ea60f6f___RS_NLB 3882.JPG
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/12ac35fb-6b5b-4b37-9031-bbca2928ffce___FAM_L.Blight 5000.JPG
Soybean___healthy/73f4abca-ef44-4e67-82dc-6580ae40c601___RS_HL 6456.JPG
Grape___Black_rot/8bd61999-0165-466a-aaf7-dd9e75885f50___FAM_B.Rot 3586.JPG
Blueberry___healthy/bc2cdd71-045b-44a5-95bd-4f2bc401700d___RS_HL 5227.JPG
Peach___Bacterial_spot/96f17401-b4b0-4333-a4d2-8aee7b7eedc2___Rutg._Bact.S 1911.JPG
Corn_(maize)___Common_rust_/RS_Rust 2467.JPG
Corn_(maize)___Northern_Leaf_Blight/7856bc05-e462-4f51-b945-b2801236d17c___RS_NLB 3881.JPG
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/a79e6eae-3c49-455b-9b51-e34da9ce6d1b___RS_GLSp 4493.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/d1008c7b-3788-449e-ba2d-0c9dbd15542c___UF.GRC_YLCV_Lab 02099.JPG
Corn_(maize)___healthy/9d205e36-c1d6-40d6-93b8-ebd1c732ff00___R.S_HL 8085 copy 2.jpg
Grape___Esca_(Black_Measles)/c125ec6e-a5ff-4ee7-9022-0dde28369218___FAM_B.Msls 1070.JPG
Tomato___Target_Spot/a4b219dd-fcf0-4c1f-9449-2f59db779d7c___Com.G_TgS_FL 1074.JPG
Tomato___healthy/a54804c7-1bc2-439a-a09f-3d1a6ce81856___GH_HL Leaf 309.1.JPG
Apple___healthy/168d6d21-9d72-43c0-acca-b216f64ee87b___RS_HL 7942.JPG
Tomato___Septoria_leaf_spot/ac451373-bee8-4c45-b6f8-86c4031062e7___Matt.S_CG 7501.JPG
Tomato___healthy/136a69f1-2cf0-4fc6-bf40-8ed63bd3db94___RS_HL 9624.JPG
Apple___healthy/400723a1-65ae-4d62-b7c7-d8c0b7a02480___RS_HL 7479.JPG
Orange___Haunglongbing_(Citrus_greening)/ca18cb23-ea97-47c0-abbd-922be1600be6___CREC_HLB 5160.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/c3c25775-1a12-4b87-bd1b-79df5009eced___UF.GRC_YLCV_Lab 02557.JPG
Soybean___healthy/312e8ed5-1cd7-4e09-a0e0-85e4e7260ed5___RS_HL 3491.JPG
Tomato___Tomato_mosaic_virus/274c03c3-c69a-4182-ba3f-d6e93b2dea0b___PSU_CG 2349.JPG
Tomato___Late_blight/7609a2a4-654e-4dad-b3e6-1cb4aab89420___RS_Late.B 5633.JPG
Tomato___Septoria_leaf_spot/79470ff5-d3dd-4de6-a21d-73def3c0d0fd___JR_Sept.L.S 2708.JPG
Squash___Powdery_mildew/ccfc11ca-5357-4036-9215-b32fab63ab31___MD_Powd.M 0705.JPG
Peach___Bacterial_spot/303dba2a-94ee-4d14-95c0-58df5d408a55___Rut._Bact.S 0875.JPG
Tomato___Spider_mites Two-spotted_spider_mite/11337458-8442-4322-b615-31a57e7a8323___Com.G_SpM_FL 8840.JPG
Orange___Haunglongbing_(Citrus_greening)/b1750a8e-9186-4dcc-bb19-abc973f53561___CREC_HLB 4546.JPG
"Pepper,_bell___healthy/dddbe84f-16f2-42ba-ab89-1b3aad6b9658___JR_HL 7590.JPG"
Apple___healthy/c2a0c51e-b57c-459f-8ce0-34f0816323db___RS_HL 7754.JPG
Corn_(maize)___healthy/39569763-d4ed-4687-82c6-c389496b7819___R.S_HL 8183 copy 2.jpg
Peach___Bacterial_spot/cd56164a-0b26-4286-83b0-5dfd2a96c43e___Rut._Bact.S 1236.JPG
Apple___Black_rot/f3f1e50a-4e84-4147-b10c-09283a2feddd___JR_FrgE.S 8713.JPG
"Pepper,_bell___healthy/92688273-9135-48c4-82b1-f4e0a32fafe1___JR_HL 5848.JPG"
Corn_(maize)___Common_rust_/RS_Rust 1998.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/b633d977-9372-4286-9a34-792b7fae45b8___YLCV_GCREC 2622.JPG
Tomato___Septoria_leaf_spot/40705363-7a06-44d7-a4ff-a3b040ca6e70___Matt.S_CG 7683.JPG
Orange___Haunglongbing_(Citrus_greening)/387f1a07-6c44-477a-87c9-346dd674433f___CREC_HLB 6603.JPG
Tomato___Septoria_leaf_spot/f13ab290-0715-4c2c-bd6a-f72a044e2096___Matt.S_CG 0676.JPG
Tomato___Early_blight/b4cfa208-cee0-4383-b0e2-6988814fbb9a___RS_Erly.B 7645.JPG
Apple___healthy/782b4257-75e0-46c4-8cf0-bae4f9895da6___RS_HL 7969.JPG
Tomato___Spider_mites Two-spotted_spider_mite/82ba3fda-2d9e-43cf-85d6-c9af53f54370___Com.G_SpM_FL 8474.JPG
Tomato___Leaf_Mold/600a933c-9490-4ae7-b7e7-5177992b9bb8___Crnl_L.Mold 8633.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/098efb67-21d9-4884-9f01-62608d340a1b___YLCV_GCREC 5234.JPG
Orange___Haunglongbing_(Citrus_greening)/698f28c3-fe33-4c58-8e9a-b6876bf070ca___CREC_HLB 7647.JPG
Tomato___Bacterial_spot/f073c2a6-ac26-49d4-a76d-049abbdb2cfa___GCREC_Bact.Sp 3067.JPG
Tomato___Target_Spot/0118c27a-f34a-41e1-8b2f-d2c564f83c5c___Com.G_TgS_FL 0013.JPG
Tomato___healthy/bb8b0b14-a5f5-4c11-887f-71aed1864d84___GH_HL Leaf 409.1.JPG
Tomato___Late_blight/913a9ecb-2dad-4a37-8e5e-e97a1aa2b8a1___RS_Late.B 5327.JPG
Cherry_(including_sour)___healthy/048daa26-d38c-477a-96b8-018b3d4ba386___JR_HL 9767.JPG
"Pepper,_bell___healthy/1091d6d7-6767-4643-897e-3637df768172___JR_HL 8111.JPG"
Tomato___Bacterial_spot/cce9e2aa-2027-474d-9c58-e733ef5bbe17___GCREC_Bact.Sp 6061.JPG
Orange___Haunglongbing_(Citrus_greening)/31eb14a0-55e8-4f72-affd-f14b85845787___CREC_HLB 4270.JPG
Corn_(maize)___Northern_Leaf_Blight/e9d3e128-7cbe-4b6e-b2b7-08f90fe5cc99___RS_NLB 4276.JPG
Grape___healthy/0163a6aa-fbf8-47c5-965f-59b6efe8bfe5___Mt.N.V_HL 6103.JPG
Squash___Powdery_mildew/5652442c-6f60-4d6b-ba91-77fde6872dd7___UMD_Powd.M 9937.JPG
Tomato___Bacterial_spot/23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp 5811.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/5665ec06-db71-4946-8b87-38dad409d3ca___UF.GRC_YLCV_Lab 01766.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/7e494cc4-1b61-48a4-b8ff-164ac9162d37___YLCV_GCREC 2566.JPG
Potato___Late_blight/a10d340a-b35c-4310-be59-caa58bb0d500___RS_LB 5154.JPG
Raspberry___healthy/292be6e7-be34-42d4-82eb-a08b9610e832___Mary_HL 6281.JPG
Soybean___healthy/a2da5852-315d-4049-9b9b-57d7bd3dfee7___RS_HL 7285.JPG
Strawberry___healthy/ce4aa9cf-c499-4ed5-bdfd-f7be230b3bfb___RS_HL 4523.JPG
Apple___Cedar_apple_rust/8306d4f0-6a4f-4f02-86ca-72b1a950f420___FREC_C.Rust 0175.JPG
"Pepper,_bell___healthy/6120353a-2ee2-46d3-80f1-6535ddfe7aab___JR_HL 8073.JPG"
Tomato___Bacterial_spot/38f440f1-c527-4d22-abf0-61bc2effa58b___GCREC_Bact.Sp 2946.JPG
Orange___Haunglongbing_(Citrus_greening)/2521fd96-1ea2-42dd-850e-60f24f9b5f6a___CREC_HLB 5413.JPG
"Pepper,_bell___healthy/4498790b-0f2a-42bd-be32-509229d8593c___JR_HL 8667.JPG"
Tomato___Tomato_Yellow_Leaf_Curl_Virus/cc346713-ed41-45e1-a825-b355910bf8f8___YLCV_NREC 2575.JPG
Orange___Haunglongbing_(Citrus_greening)/e6ec1cf2-62a1-40c6-8853-2174d38fe3c9___CREC_HLB 4511.JPG
Peach___Bacterial_spot/b03ffd06-fc70-4d67-8234-49dc8192a5d4___Rut._Bact.S 3419.JPG
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/39979d2b-4083-4db6-a7a1-7a539fdcc1da___FAM_L.Blight 3756.JPG
Apple___healthy/03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/c3d8ca30-cd4b-4097-9ed6-f4be14baeb30___UF.GRC_YLCV_Lab 09596.JPG
Grape___Black_rot/458d2f09-f646-42e6-ac1f-0aa5e123c127___FAM_B.Rot 0583.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/badbf078-c558-4ac9-a037-eac556e02a3e___UF.GRC_YLCV_Lab 09361.JPG
Tomato___Septoria_leaf_spot/53a7965b-5e0e-41a6-a65a-cd6833f68087___Keller.St_CG 1968.JPG
Blueberry___healthy/76ae50f6-3165-47ab-a165-26f4bb407f54___RS_HL 5241.JPG
Blueberry___healthy/f148bcab-4046-41a6-97de-8a31f042fad4___RS_HL 0354.JPG
"Pepper,_bell___Bacterial_spot/557f35cb-b34b-4dc5-959b-efad147d5e88___JR_B.Spot 3382.JPG"
Tomato___Late_blight/15581dd8-f562-4301-856c-30be9302c470___GHLB2 Leaf 70.1.JPG
Tomato___Target_Spot/a900dc26-f4fa-462f-9611-cd3d0464c44e___Com.G_TgS_FL 9668.JPG
Tomato___healthy/56f87203-cfd4-4e2c-b2d7-df17983d8267___GH_HL Leaf 374.JPG
Squash___Powdery_mildew/715ec7b4-7fd2-4e5a-a41b-313ad7801641___MD_Powd.M 0497.JPG
Corn_(maize)___healthy/c1948f0e-eef5-4833-a45b-8bb0aa3ffcb5___R.S_HL 8051 copy.jpg
Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/8b0d6c1f-9acb-403a-91fc-5de970814295___FAM_L.Blight 4648.JPG
Tomato___healthy/5104e988-bef6-45fe-9677-095a045239ad___GH_HL Leaf 449.JPG
Apple___Black_rot/38167e03-c731-4cbf-a32c-b48a571fbc48___JR_FrgE.S 8630.JPG
Tomato___Late_blight/86a83826-1cb7-458c-8999-91455fb9b4b0___GHLB2 Leaf 96.1.JPG
Potato___Early_blight/9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG
Soybean___healthy/fe6bec2f-a83c-4635-accd-85537417a3e8___RS_HL 3945.JPG
Cherry_(including_sour)___healthy/26f3d1b1-10a5-4e25-875c-e64b391e11bc___JR_HL 4068.JPG
Squash___Powdery_mildew/ad501d2e-15a8-45b7-aceb-c5b0c9b8fcd0___UMD_Powd.M 0544.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/87e2c18a-a5cd-41f6-8b43-ca1be81612dd___YLCV_GCREC 2777.JPG
Corn_(maize)___Common_rust_/RS_Rust 2152.JPG
Tomato___Target_Spot/47776241-de14-4956-801c-91c0d8865120___Com.G_TgS_FL 9829.JPG
Strawberry___Leaf_scorch/b6d298a7-40a5-4994-a430-190bda35abb4___RS_L.Scorch 9989.JPG
Corn_(maize)___Common_rust_/RS_Rust 2604.JPG
Soybean___healthy/28abbe4c-5291-47a1-b8ea-c8b21c18d9dd___RS_HL 2884.JPG
Tomato___Spider_mites Two-spotted_spider_mite/f15573ed-d838-4a50-b405-75aca255b610___Com.G_SpM_FL 8533.JPG
Tomato___healthy/87043cab-5827-4968-a099-4f5ce2dba313___RS_HL 9867.JPG
Cherry_(including_sour)___Powdery_mildew/3531b280-cdf5-4983-b83e-21259674d575___FREC_Pwd.M 4907.JPG
Tomato___Spider_mites Two-spotted_spider_mite/61425a6d-4f24-4306-b085-f91143e04be9___Com.G_SpM_FL 1385.JPG
Orange___Haunglongbing_(Citrus_greening)/cb1bcbb1-d082-4949-b356-33db2d9363ff___CREC_HLB 4749.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/aebdd9c6-17de-4ded-8fb2-17d510f28616___YLCV_GCREC 2376.JPG
Corn_(maize)___healthy/b16016da-ada7-4a6e-897b-5dba6b42a6cd___R.S_HL 8119 copy 3.jpg
Corn_(maize)___healthy/b557da0d-48ca-4f2c-b820-7dc94f3d907d___R.S_HL 0604 copy.jpg
Tomato___Late_blight/bcd17890-dd3b-41c2-ab28-39ff0bb60610___RS_Late.B 5115.JPG
Tomato___Target_Spot/ecda6dcf-f269-4470-bc38-522772883393___Com.G_TgS_FL 0908.JPG
Tomato___Late_blight/78b86a00-59ee-4e29-865c-c7cbf42dd9dd___GHLB2 Leaf 8715.JPG
Corn_(maize)___Northern_Leaf_Blight/21e76128-1306-4a69-a0ff-60d4a824040f___RS_NLB 3661.JPG
Apple___Apple_scab/8632c6b9-84e1-4779-9294-71548ff838e5___FREC_Scab 3423.JPG
Corn_(maize)___Northern_Leaf_Blight/a3e748ad-0428-4758-8fdd-8887432b9724___RS_NLB 3864.JPG
Tomato___Late_blight/523e5382-14a5-4849-bbec-1bfab9aeecfb___GHLB2 Leaf 8776.JPG
Cherry_(including_sour)___healthy/17c449c1-f296-4cb3-8d12-156b27d2981a___JR_HL 9703.JPG
Soybean___healthy/b642a67c-2c1f-44db-a7fb-c2937ce13d5b___RS_HL 6256.JPG
Tomato___Septoria_leaf_spot/ae6a7d48-2026-4e14-b16d-1e0302f39328___Matt.S_CG 2591.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/1018b818-a803-4bd9-9551-a85a410b03a1___YLCV_GCREC 5419.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/018c1311-3ebf-48ce-8e31-f663e1b418a2___UF.GRC_YLCV_Lab 02979.JPG
Apple___healthy/d3647b4c-45d8-4366-8e93-baf1310072ba___RS_HL 6248.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/70a033df-505a-4bce-bde0-04141df30e43___UF.GRC_YLCV_Lab 02706.JPG
Apple___Cedar_apple_rust/dee4cbf1-9bdd-451a-b1bb-21756fd981e9___FREC_C.Rust 3727.JPG
Potato___Late_blight/bd586e94-fa36-4aed-be05-7a0028d40118___RS_LB 2650.JPG
Potato___Early_blight/57c5fe0f-ce93-412a-a29e-a70a4aa23649___RS_Early.B 6818.JPG
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/38b8a1b8-b995-42ff-a888-b8d60384ee76___RS_GLSp 9311.JPG
Corn_(maize)___healthy/b0d24620-42b3-4ad9-88c8-400f5652ab44___R.S_HL 8074 copy.jpg
Tomato___Spider_mites Two-spotted_spider_mite/64a72b83-aefc-45f2-80bd-7d34909ee8e4___Com.G_SpM_FL 1697.JPG
"Pepper,_bell___Bacterial_spot/f31f4122-67f4-4395-8e7d-2ac6e8241f37___JR_B.Spot 3135.JPG"
Cherry_(including_sour)___Powdery_mildew/ab366455-8a96-4984-837a-cde38c0833c4___FREC_Pwd.M 4754.JPG
Orange___Haunglongbing_(Citrus_greening)/d9359494-1866-4815-9519-47a240a74a6e___CREC_HLB 5397.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/f49ec52f-5b6f-4b29-b0e0-286bc09041a6___UF.GRC_YLCV_Lab 09487.JPG
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/80a35c48-04ed-457d-a7e0-ac5179c7b53a___RS_GLSp 7292.JPG
Tomato___Target_Spot/f3407e07-398a-44b7-b03f-dfe1f18fa2d2___Com.G_TgS_FL 0912.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/f52769aa-5d5c-4ab1-b4bd-940ef25d4cc1___YLCV_NREC 2431.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/e2b50f80-02be-47c4-84de-afdef31625c0___YLCV_GCREC 2470.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/31f5ede8-b8de-44db-8f0e-11275028104c___YLCV_GCREC 5247.JPG
Peach___healthy/7dead63c-e61f-4b32-9a82-80430fb73db8___Rutg._HL 3704.JPG
Apple___Black_rot/fe588823-1009-4181-88e6-bdbf70fe33c3___JR_FrgE.S 8655.JPG
Blueberry___healthy/a6fde3d0-16fb-4364-8b20-bd161b8d5c4c___RS_HL 0584.JPG
Orange___Haunglongbing_(Citrus_greening)/f38ee682-39a6-41ec-ba1b-7675ce652a65___CREC_HLB 4566.JPG
Soybean___healthy/fa1264f3-3318-4c93-8408-9707cf1cb6a4___RS_HL 5956.JPG
Tomato___Leaf_Mold/63d32854-5b4d-44c6-9695-96e12812916e___Crnl_L.Mold 9076.JPG
Tomato___Bacterial_spot/e82d7b9f-9e5a-4d2c-9094-4b3961a062bd___GCREC_Bact.Sp 2976.JPG
Soybean___healthy/1920024b-9501-4176-bbca-456a07697894___RS_HL 3489.JPG
Blueberry___healthy/72b18298-3332-430b-b28e-167f20787963___RS_HL 5147.JPG
Squash___Powdery_mildew/e54b457d-3f1b-4a78-bfb6-cd1a9cbac540___MD_Powd.M 0141 copy.jpg
Apple___Apple_scab/84e61e7e-f106-442c-a954-63dc3a57d5d5___FREC_Scab 3057.JPG
Grape___Black_rot/8bc229a3-e9bd-4691-a50f-d26cda2f06c2___FAM_B.Rot 0326.JPG
Blueberry___healthy/23816ff9-30e4-4fe7-8cbb-f7bcb9036085___RS_HL 5037.JPG
Tomato___Early_blight/79b737a7-eca5-4eb9-b30e-dd3e85640e55___RS_Erly.B 9492.JPG
Orange___Haunglongbing_(Citrus_greening)/c6d05d3a-1739-4a0e-9601-c38768c1b75e___UF.Citrus_HLB_Lab 9997.JPG
Orange___Haunglongbing_(Citrus_greening)/5621fef4-1295-472b-b3ca-efe9d92da525___CREC_HLB 4089.JPG
Tomato___Septoria_leaf_spot/dc2dc933-0e6f-46ea-a490-55919ec329e6___Matt.S_CG 1304.JPG
Orange___Haunglongbing_(Citrus_greening)/47fe828b-b3c2-4b90-82bd-f10b21f5c40d___UF.Citrus_HLB_Lab 0116.JPG
Potato___Late_blight/794ef65d-1a4c-445a-b77c-f00d36ec82c6___RS_LB 2869.JPG
Soybean___healthy/d73d364d-ba8a-45ec-b49e-ba7362fe02be___RS_HL 7506.JPG
Grape___Black_rot/ef1eac6a-c3f0-4620-9ae3-a162b6fca7db___FAM_B.Rot 3597.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/d1839a8f-9a10-4d82-a2d3-8a1847550610___YLCV_NREC 2909.JPG
Potato___Early_blight/e57ca76e-a4c3-40f2-a673-9f48b3b357ae___RS_Early.B 7539.JPG
Blueberry___healthy/f3d5a32f-d06f-4b82-b99a-8f9d95e83cce___RS_HL 0626.JPG
Apple___Cedar_apple_rust/9b3023a6-f35a-46b4-be98-022eb2ac42e4___FREC_C.Rust 9801.JPG
Tomato___healthy/c1041bea-57c1-401c-90e9-c81510f9e45a___RS_HL 0446.JPG
Tomato___healthy/68c910fc-3e1a-4db6-b225-d94ee5c60bbf___RS_HL 9713.JPG
Corn_(maize)___Common_rust_/RS_Rust 2392.JPG
Grape___Black_rot/2826340e-dbd6-4e2c-b097-2b0dcec8ab77___FAM_B.Rot 0420.JPG
Corn_(maize)___Common_rust_/RS_Rust 2128.JPG
Strawberry___Leaf_scorch/9148e2e9-20b1-4a2e-a928-d76718a36aa8___RS_L.Scorch 9987.JPG
"Pepper,_bell___healthy/22066048-462c-4d8d-9b42-ef0cd0c632a9___JR_HL 8631.JPG"
Orange___Haunglongbing_(Citrus_greening)/28d26804-b694-42e3-8338-17f3ea897a70___UF.Citrus_HLB_Lab 0852.JPG
Corn_(maize)___Northern_Leaf_Blight/235cb141-61ea-48ef-b556-4ea7453d5ca3___RS_NLB 3731.JPG
Orange___Haunglongbing_(Citrus_greening)/c7d61916-d747-47ea-83a1-96df26d2a153___UF.Citrus_HLB_Lab 0205.JPG
Cherry_(including_sour)___healthy/24b19cb2-3c70-4ce7-9001-e2a1af47d5f2___JR_HL 4261.JPG
"Pepper,_bell___Bacterial_spot/ab10eb3c-cf6e-49bf-a220-2a7d3ffdb717___NREC_B.Spot 1961.JPG"
Blueberry___healthy/8fbad001-4827-4a2e-b0cc-a39141d5b9e6___RS_HL 2396.JPG
Tomato___Septoria_leaf_spot/32be5e7b-4215-4719-a1e8-d6f7a0a388f7___Matt.S_CG 0752.JPG
Orange___Haunglongbing_(Citrus_greening)/f8134c59-2780-4090-84a6-678296698327___UF.Citrus_HLB_Lab 1632.JPG
Raspberry___healthy/75b57c5e-9275-4342-882d-f144af40c631___Mary_HL 9346.JPG
Apple___Black_rot/ab1b3baa-483a-4b41-b5d7-32e043f52594___JR_FrgE.S 3073.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/a76e782c-e119-485e-83b2-e769f51bda93___UF.GRC_YLCV_Lab 02383.JPG
Squash___Powdery_mildew/e70ad709-5ac9-404b-b786-e3c40c7c8b3f___UMD_Powd.M 0612.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/79586add-4eda-40ea-b500-c81030daa0d1___YLCV_GCREC 5123.JPG
Apple___Apple_scab/ac61c972-546d-4977-ac4a-085f98bbf206___FREC_Scab 3308.JPG
Tomato___Late_blight/10019e40-277e-4d69-8dee-8c034a3752a1___GHLB2ES Leaf 62.JPG
Soybean___healthy/21f23c22-b70b-425b-b898-dc8db2601517___RS_HL 4136.JPG
Blueberry___healthy/33497e56-0c64-425e-92e0-5aabdd672e7a___RS_HL 5332.JPG
Tomato___Tomato_Yellow_Leaf_Curl_Virus/e7c80ace-56b0-4579-bec9-8fc7c0682fec___UF.GRC_YLCV_Lab 02834.JPG
Strawberry___Leaf_scorch/eb6be37a-0fbd-4150-a8f1-abcec9da58a4___RS_L.Scorch 1460.JPG
